id_,ward,beds,baths,DEN,size,parking,exposure,D_mkt,building_age,maint,price
684767,W11,1,1,No,500-999 sqft,N,No,7,2,569,693000
677432,W10,2,3,No,2000-2499 sqft,N,S,2,2,1831,2289000
359192,W10,2,3,No,1500-1999 sqft,Yes,No,2,20,1382,2248000
112533,W10,2,1,No,500-999 sqft,Yes,No,7,5,673,604000
757123,W11,1,1,No,500-999 sqft,Yes,E,7,1,853,895000
914797,W10,1,1,No,1000-1499 sqft,Yes,No,28,15,732,866000
393508,W10,2,2,No,2000-2499 sqft,N,S,33,7,1797,2536000
179504,W10,2,3,YES,500-999 sqft,N,E,2,6,568,758000
709948,W11,2,2,No,1000-1499 sqft,Yes,We,2,9,1024,1168000
963081,W11,2,1,No,500-999 sqft,N,No,4,12,826,1028000
632368,W10,1,1,YES,0-499 sqft,Yes,No,25,23,333,567000
651834,W13,3,3,No,1000-1499 sqft,Yes,No,17,1,1238,1252000
962734,W11,2,2,YES,500-999 sqft,Yes,E,6,23,942,852000
803624,W13,0,1,No,0-499 sqft,Yes,No,52,2,263,325000
322267,W11,1,1,No,0-499 sqft,Yes,S,21,12,399,511000
908395,W11,3,2,No,1000-1499 sqft,Yes,No,3,9,1086,1511000
426502,W10,0,1,No,0-499 sqft,Yes,S,11,0,361,506000
101818,W10,2,2,YES,1000-1499 sqft,N,S,18,11,1048,817000
600202,W10,0,1,No,0-499 sqft,Yes,S,2,33,305,460000
227659,W13,2,2,YES,1500-1999 sqft,N,We,4,2,1363,1848000
733582,W10,1,2,YES,500-999 sqft,N,S,17,1,422,568000
538153,W13,1,1,No,0-499 sqft,N,S,20,0,334,459000
628197,W10,2,2,YES,500-999 sqft,Yes,E,1,19,913,810000
553967,W10,2,2,No,1000-1499 sqft,N,We,13,10,911,1019000
802063,W11,1,1,YES,500-999 sqft,Yes,E,3,17,621,837000
156633,W13,1,1,No,0-499 sqft,Yes,S,1,5,278,421000
737411,W13,1,1,No,500-999 sqft,Yes,E,25,9,503,730000
540143,W10,1,1,No,500-999 sqft,Yes,S,0,6,369,524000
924913,W13,1,1,YES,500-999 sqft,Yes,We,16,10,497,742000
969597,W10,3,2,No,1500-1999 sqft,Yes,E,7,15,895,1673000
569448,W10,2,2,YES,500-999 sqft,Yes,S,12,6,794,928000
379624,W10,2,2,No,500-999 sqft,Yes,S,4,4,674,776000
338256,W13,1,1,YES,0-499 sqft,Yes,We,10,9,351,493000
455627,W11,0,1,No,500-999 sqft,Yes,S,7,4,660,550000
971288,W13,3,3,No,1000-1499 sqft,Yes,S,1,2,1150,1892000
359445,W13,1,1,No,0-499 sqft,Yes,No,4,7,364,403000
998775,W13,1,1,YES,500-999 sqft,Yes,No,3,9,539,618000
642582,W10,1,1,No,0-499 sqft,N,No,26,60,610,432000
930571,W10,3,2,No,1000-1499 sqft,N,No,41,30,1128,1720000
161076,W13,1,1,No,500-999 sqft,N,No,4,2,1422,882000
618746,W10,2,2,No,500-999 sqft,N,No,2,11,882,1066000
135295,W10,0,1,No,0-499 sqft,Yes,E,6,17,365,477000
534448,W10,1,1,No,500-999 sqft,Yes,We,8,13,466,545000
493870,W10,1,2,No,0-499 sqft,Yes,We,9,0,712,653000
245648,W10,1,2,YES,500-999 sqft,N,S,2,1,580,599000
646395,W10,3,3,No,1000-1499 sqft,Yes,No,1,7,513,853000
149379,W13,2,2,YES,1000-1499 sqft,N,No,15,1,1161,1153000
754397,W10,2,2,No,500-999 sqft,Yes,E,25,3,484,748000
902957,W11,2,2,No,1000-1499 sqft,Yes,S,19,12,990,1005000
972168,W10,2,2,No,1500-1999 sqft,Yes,S,9,3,1119,1706000
275744,W11,3,3,No,1000-1499 sqft,Yes,No,12,1,1065,1037000
522972,W13,1,1,No,0-499 sqft,N,No,4,11,347,544000
767165,W13,1,1,No,0-499 sqft,Yes,No,65,2,374,404000
788633,W10,2,2,No,500-999 sqft,N,E,0,20,672,851000
390190,W13,2,2,No,1000-1499 sqft,Yes,We,22,14,620,1047000
695400,W11,1,1,YES,1000-1499 sqft,N,No,4,5,973,1264000
241086,W13,1,1,No,500-999 sqft,N,We,24,13,369,644000
913253,W10,1,1,No,500-999 sqft,Yes,No,12,15,591,728000
165120,W10,2,2,No,500-999 sqft,N,No,44,3,564,545000
469081,W13,2,2,YES,500-999 sqft,Yes,S,0,7,1173,1257000
898401,W13,1,1,No,0-499 sqft,Yes,E,5,15,346,377000
543258,W10,1,1,YES,500-999 sqft,N,We,15,5,416,616000
298857,W13,1,1,No,0-499 sqft,Yes,No,10,10,306,412000
805816,W13,2,2,No,1500-1999 sqft,Yes,S,1,4,1000,1755000
383605,W10,1,1,No,500-999 sqft,Yes,No,1,2,415,637000
867010,W13,2,2,No,1500-1999 sqft,Yes,No,2,1,893,1154000
226971,W11,1,1,YES,500-999 sqft,Yes,We,6,7,660,705000
486666,W10,2,2,No,1000-1499 sqft,Yes,We,12,3,739,1067000
932287,W10,2,2,No,500-999 sqft,N,S,16,7,546,889000
421451,W10,1,1,No,500-999 sqft,Yes,S,6,25,410,548000
928732,W10,2,3,No,500-999 sqft,Yes,S,38,5,457,584000
395544,W13,3,3,No,1500-1999 sqft,N,S,6,3,917,1195000
894981,W10,2,1,No,1000-1499 sqft,N,No,14,4,1495,1273000
655288,W13,1,1,YES,0-499 sqft,Yes,S,49,36,301,410000
316389,W10,1,1,No,500-999 sqft,Yes,No,28,61,502,745000
590763,W10,1,1,No,0-499 sqft,N,S,2,3,433,461000
555167,W13,2,2,No,500-999 sqft,N,No,2,12,1178,1064000
637378,W13,1,1,YES,500-999 sqft,Yes,We,4,28,459,504000
246873,W11,2,2,YES,2000-2499 sqft,N,S,11,22,2177,1894000
734821,W10,1,1,YES,500-999 sqft,Yes,E,13,0,358,525000
267078,W10,1,1,No,0-499 sqft,Yes,No,20,30,482,481000
612370,W10,2,2,YES,500-999 sqft,Yes,No,1,6,816,813000
301614,W11,2,2,YES,1000-1499 sqft,Yes,S,1,7,729,996000
663378,W10,0,1,No,500-999 sqft,N,We,4,2,384,473000
629094,W13,2,2,No,500-999 sqft,Yes,E,1,21,358,542000
889849,W10,1,1,No,0-499 sqft,Yes,S,11,40,394,460000
513825,W11,1,1,No,500-999 sqft,N,S,11,15,465,611000
172033,W10,2,2,No,1000-1499 sqft,Yes,No,2,32,1022,1542000
798248,W10,1,1,YES,500-999 sqft,Yes,S,6,8,724,620000
630107,W10,2,2,No,500-999 sqft,N,No,3,35,596,616000
296632,W13,1,1,YES,500-999 sqft,N,E,10,15,625,934000
662081,W10,2,2,No,2000-2499 sqft,Yes,E,10,13,1923,2479000
495260,W10,2,2,YES,500-999 sqft,Yes,E,2,6,882,1022000
281591,W10,2,3,No,1000-1499 sqft,Yes,We,85,11,2094,1651000
144886,W13,1,1,No,500-999 sqft,N,E,10,5,310,465000
974253,W10,2,3,No,1500-1999 sqft,Yes,E,6,2,1498,1646000
930143,W10,2,2,YES,500-999 sqft,Yes,No,3,2,721,806000
427446,W10,1,1,YES,500-999 sqft,Yes,No,10,19,942,776000
289837,W13,1,1,No,0-499 sqft,Yes,E,10,22,320,445000
247842,W11,1,1,No,1000-1499 sqft,N,S,27,2,585,782000
830313,W10,2,2,No,500-999 sqft,Yes,We,3,20,658,675000
707112,W10,1,1,No,500-999 sqft,N,No,44,8,444,585000
955820,W13,1,2,No,0-499 sqft,Yes,No,14,6,388,496000
495061,W13,2,2,No,1000-1499 sqft,N,S,7,3,1292,1329000
863446,W10,2,2,No,1000-1499 sqft,Yes,S,3,24,909,1250000
496585,W13,2,2,No,0-499 sqft,Yes,S,19,4,612,531000
620082,W10,1,1,No,0-499 sqft,Yes,We,4,16,379,458000
770556,W10,0,1,No,0-499 sqft,Yes,No,10,13,580,526000
389784,W10,1,1,YES,500-999 sqft,Yes,E,4,1,628,707000
257486,W10,1,1,YES,500-999 sqft,N,S,59,0,564,662000
409793,W10,3,2,No,1000-1499 sqft,N,We,2,3,931,1517000
363784,W10,1,1,YES,0-499 sqft,N,No,10,4,299,575000
442272,W11,1,1,YES,1000-1499 sqft,N,No,7,2,522,800000
348150,W13,2,2,YES,1500-1999 sqft,Yes,No,2,13,1249,1590000
576418,W10,1,1,No,500-999 sqft,Yes,S,0,1,454,673000
711259,W11,1,1,No,500-999 sqft,Yes,S,7,19,564,917000
507035,W10,0,1,No,0-499 sqft,N,S,12,21,340,507000
297879,W10,1,2,No,0-499 sqft,Yes,No,11,13,351,536000
663027,W13,0,1,No,500-999 sqft,N,No,57,5,394,467000
858604,W13,1,1,YES,0-499 sqft,Yes,S,23,3,327,477000
349951,W11,2,2,No,1500-1999 sqft,N,S,34,12,1545,1919000
563185,W10,2,2,No,500-999 sqft,N,S,12,0,437,623000
917053,W13,1,1,YES,500-999 sqft,Yes,We,20,7,514,731000
183635,W10,0,1,No,500-999 sqft,Yes,S,26,24,741,843000
963470,W13,2,2,YES,500-999 sqft,N,S,11,14,591,703000
105884,W13,1,1,No,0-499 sqft,Yes,No,13,27,471,371000
408327,W13,0,1,No,0-499 sqft,Yes,No,11,12,269,421000
395723,W10,2,2,YES,2000-2499 sqft,Yes,No,4,13,2102,2196000
741594,W13,1,1,No,0-499 sqft,Yes,No,13,27,335,440000
539699,W10,2,2,No,500-999 sqft,Yes,S,1,3,907,819000
930405,W10,1,1,YES,500-999 sqft,Yes,We,5,4,1158,924000
854587,W10,2,2,YES,500-999 sqft,Yes,No,14,7,533,886000
530261,W10,1,1,No,500-999 sqft,Yes,No,1,26,491,700000
623081,W13,1,1,YES,500-999 sqft,Yes,No,6,0,854,797000
146234,W13,2,3,YES,500-999 sqft,N,S,21,1,640,917000
746611,W13,2,2,No,1000-1499 sqft,Yes,S,2,27,1144,1422000
888597,W13,2,2,No,1500-1999 sqft,Yes,No,1,56,1594,2283000
231234,W10,2,1,No,500-999 sqft,N,S,1,7,763,1080000
739530,W13,1,1,No,0-499 sqft,N,No,8,2,261,378000
436747,W10,2,3,No,1000-1499 sqft,N,No,24,8,1698,1936000
182053,W10,1,1,YES,500-999 sqft,Yes,S,18,0,422,577000
470812,W13,2,2,No,2000-2499 sqft,Yes,S,13,16,1440,2216000
773586,W10,2,1,YES,500-999 sqft,Yes,E,57,0,597,780000
131051,W13,1,1,YES,500-999 sqft,Yes,We,30,7,874,664000
268520,W10,1,1,YES,0-499 sqft,N,S,8,5,529,711000
854795,W13,0,1,No,500-999 sqft,N,E,18,9,305,399000
224923,W13,2,2,No,500-999 sqft,Yes,We,15,8,896,1155000
109024,W10,1,1,YES,500-999 sqft,N,No,15,2,1263,842000
908560,W13,1,1,No,0-499 sqft,Yes,No,8,3,567,621000
643925,W10,2,2,No,500-999 sqft,Yes,No,9,9,539,783000
868970,W13,1,2,No,500-999 sqft,N,E,6,5,474,508000
539413,W13,1,1,No,500-999 sqft,N,S,5,7,662,833000
100681,W10,1,2,No,0-499 sqft,Yes,We,38,45,523,535000
519372,W10,1,1,No,0-499 sqft,N,S,5,4,367,480000
282144,W11,1,1,No,500-999 sqft,Yes,S,11,11,553,624000
134347,W13,1,1,No,0-499 sqft,Yes,No,24,20,334,348000
564276,W13,1,1,No,0-499 sqft,N,No,8,2,320,442000
439870,W13,2,2,No,1500-1999 sqft,Yes,S,9,2,966,1731000
252441,W10,1,1,No,500-999 sqft,Yes,We,5,5,341,516000
588261,W10,1,1,YES,500-999 sqft,Yes,E,16,4,638,798000
117823,W13,1,1,No,0-499 sqft,N,S,50,3,346,379000
795743,W10,2,2,No,0-499 sqft,Yes,S,10,39,511,648000
961888,W11,1,1,YES,0-499 sqft,Yes,No,18,6,621,554000
222220,W10,2,2,No,1500-1999 sqft,Yes,S,5,5,2117,2000000
388719,W13,1,1,No,500-999 sqft,Yes,S,6,3,628,827000
704541,W10,3,3,No,1000-1499 sqft,Yes,S,5,2,944,1259000
491150,W11,2,2,No,500-999 sqft,N,S,1,32,1009,976000
139107,W10,2,2,YES,1000-1499 sqft,Yes,No,9,4,1478,1272000
799101,W11,1,1,YES,0-499 sqft,N,S,14,3,500,606000
751110,W13,1,1,No,0-499 sqft,N,E,19,10,379,529000
256644,W10,2,2,No,500-999 sqft,Yes,S,19,8,383,693000
843842,W10,1,1,YES,0-499 sqft,N,S,11,2,794,550000
516113,W11,2,2,No,1000-1499 sqft,Yes,E,26,3,1171,1163000
406634,W10,1,1,No,500-999 sqft,Yes,S,22,18,580,703000
133521,W10,1,1,YES,0-499 sqft,N,We,8,45,394,619000
567633,W10,1,1,No,500-999 sqft,Yes,E,21,10,668,986000
716986,W13,0,1,No,0-499 sqft,Yes,No,8,3,216,313000
768019,W13,1,2,No,0-499 sqft,N,S,28,16,244,320000
204160,W10,2,2,No,500-999 sqft,N,E,0,6,557,871000
374486,W10,2,2,YES,500-999 sqft,Yes,No,9,13,955,1344000
386698,W13,1,1,YES,0-499 sqft,Yes,S,10,5,396,442000
943935,W13,1,1,No,0-499 sqft,N,No,4,11,472,569000
899755,W10,2,2,No,1000-1499 sqft,N,S,7,15,1650,1134000
997339,W10,1,1,YES,1000-1499 sqft,N,E,19,1,727,890000
808936,W13,0,1,No,0-499 sqft,Yes,No,10,1,299,485000
638134,W13,2,2,No,1000-1499 sqft,N,No,15,25,1253,1259000
591259,W10,1,1,No,0-499 sqft,N,We,12,14,354,446000
437560,W13,0,1,No,0-499 sqft,N,S,20,3,403,429000
746985,W13,1,1,No,500-999 sqft,Yes,We,20,21,539,580000
294098,W10,1,1,YES,500-999 sqft,Yes,S,9,21,421,608000
499070,W10,2,1,YES,500-999 sqft,Yes,S,6,4,720,883000
363988,W11,1,1,No,1000-1499 sqft,N,S,24,39,743,878000
892740,W13,1,1,No,500-999 sqft,Yes,No,3,18,681,827000
514662,W13,1,1,No,0-499 sqft,N,No,7,1,240,438000
503597,W10,2,1,No,500-999 sqft,N,We,0,2,878,1057000
641164,W10,1,1,No,500-999 sqft,Yes,No,78,12,467,451000
251882,W10,1,1,No,500-999 sqft,N,S,24,6,496,527000
611286,W10,2,3,YES,1500-1999 sqft,N,E,9,8,1245,1455000
223557,W10,2,2,No,1000-1499 sqft,Yes,No,15,1,1084,1366000
204260,W10,1,2,YES,500-999 sqft,N,S,6,18,1197,1100000
267527,W11,2,2,YES,1500-1999 sqft,N,S,26,7,888,1642000
813122,W10,1,1,YES,500-999 sqft,Yes,We,9,5,565,811000
772819,W11,1,1,No,1500-1999 sqft,N,No,22,5,857,1336000
832554,W10,1,1,No,500-999 sqft,Yes,S,4,2,394,724000
607984,W10,0,1,No,0-499 sqft,N,No,5,0,345,437000
405370,W10,2,2,No,500-999 sqft,N,We,18,25,574,640000
323439,W11,1,1,YES,500-999 sqft,Yes,S,21,1,1020,1166000
174116,W10,2,2,No,1500-1999 sqft,Yes,S,18,16,1572,1470000
770146,W13,0,1,No,0-499 sqft,N,We,3,10,254,395000
934201,W10,0,1,No,0-499 sqft,Yes,S,4,7,610,493000
486258,W10,2,2,No,1500-1999 sqft,Yes,S,80,13,1081,1197000
735918,W13,1,1,No,0-499 sqft,Yes,We,10,10,372,439000
127671,W10,1,1,YES,500-999 sqft,Yes,We,16,18,584,845000
262512,W10,1,1,No,0-499 sqft,Yes,We,9,17,338,500000
678371,W13,1,2,No,0-499 sqft,N,S,3,41,268,388000
654143,W10,2,2,YES,500-999 sqft,Yes,E,42,24,622,717000
712630,W13,2,2,No,1500-1999 sqft,Yes,S,15,1,1159,1717000
639497,W13,1,1,YES,0-499 sqft,Yes,S,31,13,294,495000
198862,W10,2,3,No,500-999 sqft,N,E,40,1,1007,1212000
551029,W11,1,1,No,500-999 sqft,Yes,E,7,2,621,707000
765691,W13,3,2,No,1000-1499 sqft,Yes,No,3,1,745,1089000
770078,W10,2,1,YES,1500-1999 sqft,N,S,11,17,1229,2015000
178725,W13,2,3,No,1000-1499 sqft,N,We,37,9,1527,1342000
348989,W13,2,3,No,500-999 sqft,N,S,0,4,881,862000
620027,W13,2,2,No,500-999 sqft,Yes,No,7,1,603,777000
504913,W13,1,1,YES,0-499 sqft,N,S,6,3,509,473000
974658,W10,2,3,YES,1000-1499 sqft,N,We,8,5,1080,1226000
834628,W10,1,2,YES,0-499 sqft,Yes,E,6,7,341,500000
103355,W10,1,1,YES,500-999 sqft,Yes,No,47,4,434,603000
255051,W10,1,2,YES,500-999 sqft,N,S,32,0,881,912000
625627,W11,1,1,No,0-499 sqft,N,We,13,3,667,646000
674907,W10,2,2,YES,1000-1499 sqft,Yes,S,1,16,1120,1329000
360933,W10,2,1,No,500-999 sqft,Yes,S,11,2,690,941000
531642,W13,1,1,YES,500-999 sqft,N,S,15,5,706,694000
996115,W10,2,2,No,1500-1999 sqft,Yes,S,18,22,1292,1520000
123935,W13,1,1,YES,500-999 sqft,Yes,We,32,26,498,566000
559078,W10,1,1,No,500-999 sqft,N,No,13,3,590,658000
658218,W10,2,2,No,1000-1499 sqft,Yes,E,14,14,1015,959000
686637,W13,1,2,YES,0-499 sqft,Yes,E,2,9,321,441000
111916,W11,1,1,YES,500-999 sqft,Yes,No,14,1,402,742000
269860,W10,2,2,No,500-999 sqft,Yes,E,1,8,487,597000
390974,W10,2,2,No,1000-1499 sqft,N,No,9,12,969,1002000
882260,W13,1,1,No,500-999 sqft,Yes,S,15,10,676,815000
770898,W11,1,1,No,500-999 sqft,Yes,No,5,1,593,812000
690590,W10,1,1,No,500-999 sqft,Yes,S,10,19,522,631000
827432,W10,1,1,YES,500-999 sqft,Yes,S,34,11,861,1240000
615236,W10,2,2,No,1000-1499 sqft,Yes,No,8,1,738,1142000
421468,W13,2,2,No,0-499 sqft,Yes,E,1,1,421,521000
818447,W11,2,1,No,500-999 sqft,N,S,51,1,806,911000
471109,W10,1,1,YES,500-999 sqft,Yes,We,20,4,484,581000
977712,W10,2,2,No,500-999 sqft,Yes,S,51,21,1024,988000
921900,W10,2,2,No,1000-1499 sqft,Yes,S,22,10,1027,884000
141786,W11,2,1,YES,1000-1499 sqft,Yes,No,14,13,1561,1532000
905242,W13,0,1,No,0-499 sqft,N,We,8,8,253,308000
301649,W10,1,1,YES,500-999 sqft,Yes,No,15,3,507,885000
947785,W13,1,1,YES,500-999 sqft,N,No,9,10,361,540000
109107,W10,2,2,No,500-999 sqft,N,No,14,3,768,794000
787891,W13,3,2,No,2500-2999 sqft,Yes,S,8,8,2579,2629000
689437,W10,1,2,YES,1000-1499 sqft,Yes,We,9,11,979,1103000
149691,W10,2,1,No,500-999 sqft,Yes,E,44,2,623,931000
444997,W10,2,3,YES,500-999 sqft,Yes,S,13,17,688,744000
104866,W11,2,2,YES,1500-1999 sqft,N,S,0,6,1152,1373000
223913,W11,2,2,No,1500-1999 sqft,Yes,S,16,22,1069,1462000
251894,W13,1,1,YES,500-999 sqft,Yes,No,1,6,626,689000
936823,W13,2,2,No,500-999 sqft,Yes,No,5,5,804,981000
713774,W10,3,3,No,3000-3499 sqft,N,S,17,1,2806,3260000
487338,W13,1,1,YES,500-999 sqft,Yes,S,13,3,878,1073000
638078,W13,1,1,YES,500-999 sqft,N,No,10,5,554,646000
998996,W10,1,1,YES,0-499 sqft,Yes,S,9,2,479,580000
266573,W11,1,1,YES,1000-1499 sqft,Yes,S,17,0,564,724000
910658,W13,2,2,No,500-999 sqft,Yes,E,14,5,480,502000
879895,W10,2,2,No,500-999 sqft,N,E,5,12,615,676000
754979,W10,1,1,YES,500-999 sqft,Yes,No,1,4,341,640000
531148,W13,1,1,No,500-999 sqft,N,S,5,17,305,551000
155715,W10,2,2,YES,1500-1999 sqft,N,S,14,0,1471,1624000
564384,W10,1,1,YES,500-999 sqft,N,No,6,2,396,556000
585410,W11,0,1,No,0-499 sqft,N,No,25,1,413,455000
196372,W10,1,1,No,0-499 sqft,Yes,We,1,5,391,475000
253609,W10,2,1,YES,500-999 sqft,Yes,No,27,4,944,1197000
298569,W13,2,2,No,1000-1499 sqft,Yes,S,10,13,1090,1525000
367730,W13,1,1,YES,500-999 sqft,Yes,We,33,1,450,630000
515695,W10,2,2,No,0-499 sqft,Yes,E,21,4,728,796000
448658,W10,1,2,No,500-999 sqft,N,No,28,4,498,609000
113903,W10,2,2,YES,1000-1499 sqft,Yes,S,10,1,1857,1370000
695479,W13,1,1,YES,0-499 sqft,Yes,S,18,4,348,427000
265252,W13,1,2,No,0-499 sqft,Yes,No,8,8,487,336000
603283,W13,3,2,No,1500-1999 sqft,Yes,S,7,6,1284,1322000
753320,W11,3,2,No,1000-1499 sqft,Yes,No,9,3,950,868000
121300,W13,2,2,No,1000-1499 sqft,N,E,5,8,1168,1142000
468404,W13,2,2,No,1000-1499 sqft,Yes,S,8,3,1453,2115000
902005,W10,2,1,No,1000-1499 sqft,Yes,S,1,10,793,1459000
518604,W10,3,2,No,500-999 sqft,Yes,We,10,13,626,846000
435030,W13,2,2,No,500-999 sqft,N,S,0,4,365,503000
799832,W13,2,2,No,2000-2499 sqft,Yes,No,13,3,2672,2945000
186837,W13,1,1,YES,0-499 sqft,Yes,E,0,16,285,370000
439772,W10,1,1,No,0-499 sqft,N,S,1,5,334,436000
883912,W10,2,2,No,500-999 sqft,Yes,S,4,3,600,655000
130211,W10,2,2,YES,500-999 sqft,N,We,31,4,805,1019000
728765,W11,1,1,No,500-999 sqft,N,We,4,12,666,744000
745615,W10,1,1,YES,500-999 sqft,N,S,12,17,1040,632000
631342,W10,1,1,No,0-499 sqft,Yes,We,13,13,350,422000
767186,W13,2,2,YES,1500-1999 sqft,N,S,14,1,1847,1962000
787201,W10,1,1,YES,500-999 sqft,Yes,S,11,1,709,692000
185419,W13,2,2,No,500-999 sqft,Yes,S,0,8,443,458000
829991,W13,3,2,No,2000-2499 sqft,Yes,E,11,1,1296,1802000
213696,W13,2,2,YES,500-999 sqft,Yes,E,25,11,801,1091000
607259,W13,1,1,YES,500-999 sqft,N,S,13,19,560,787000
953065,W10,1,1,No,500-999 sqft,Yes,S,19,5,283,469000
318119,W10,2,2,YES,500-999 sqft,Yes,S,47,0,788,762000
406890,W10,1,1,No,500-999 sqft,N,We,4,5,761,748000
631632,W10,1,1,No,0-499 sqft,N,We,6,16,503,484000
181554,W13,2,2,No,1000-1499 sqft,Yes,No,3,7,975,1248000
105715,W11,1,1,YES,500-999 sqft,Yes,No,36,7,824,1020000
991536,W10,1,1,No,500-999 sqft,Yes,E,5,0,384,612000
553862,W13,1,1,No,0-499 sqft,N,S,14,7,379,354000
318897,W10,2,2,No,1000-1499 sqft,Yes,No,31,7,1427,1353000
112497,W10,1,1,YES,500-999 sqft,Yes,No,3,7,884,936000
219418,W11,3,3,No,1500-1999 sqft,N,S,22,4,1881,1878000
407800,W10,0,1,No,0-499 sqft,N,S,2,2,344,512000
724826,W13,1,2,YES,500-999 sqft,N,We,28,0,538,792000
553942,W10,1,2,No,500-999 sqft,N,S,32,17,444,474000
815096,W11,0,1,No,500-999 sqft,N,S,2,7,505,560000
364461,W13,1,1,No,0-499 sqft,N,We,16,15,218,366000
902340,W10,1,1,No,500-999 sqft,Yes,No,0,10,758,760000
185507,W10,3,3,No,500-999 sqft,N,No,22,1,467,708000
763654,W10,2,3,YES,1500-1999 sqft,N,No,13,5,1645,2065000
662991,W10,1,1,No,0-499 sqft,N,E,22,9,395,516000
109040,W10,2,3,No,0-499 sqft,Yes,S,4,31,477,515000
706764,W13,3,3,No,1000-1499 sqft,Yes,S,15,13,1041,1420000
334748,W13,1,1,No,500-999 sqft,Yes,S,6,18,631,659000
581279,W10,1,1,No,500-999 sqft,Yes,E,55,8,585,721000
790770,W13,2,2,No,1000-1499 sqft,N,E,20,3,844,1338000
381140,W10,1,1,No,500-999 sqft,N,No,41,24,723,783000
850724,W13,1,1,No,500-999 sqft,N,No,0,4,478,579000
198027,W13,1,1,No,500-999 sqft,Yes,S,0,29,361,434000
580268,W13,2,1,No,1000-1499 sqft,Yes,S,3,19,1607,1410000
380665,W10,0,1,No,0-499 sqft,Yes,S,6,1,390,530000
172778,W10,1,1,YES,500-999 sqft,Yes,No,13,4,434,703000
822896,W11,1,1,YES,500-999 sqft,Yes,S,0,37,1022,723000
460456,W10,3,2,No,1000-1499 sqft,Yes,E,1,15,1170,1686000
388617,W11,1,1,No,500-999 sqft,Yes,S,11,3,410,545000
845198,W13,0,1,No,0-499 sqft,Yes,E,9,7,527,443000
427996,W10,2,3,YES,500-999 sqft,Yes,S,4,16,857,753000
981190,W10,2,1,No,500-999 sqft,N,S,25,15,1083,925000
983686,W11,2,2,No,1000-1499 sqft,Yes,S,2,1,1125,1246000
599785,W11,1,1,No,500-999 sqft,N,No,35,9,506,637000
881627,W13,1,1,No,500-999 sqft,Yes,S,40,18,676,940000
791058,W10,1,1,YES,500-999 sqft,N,We,32,12,478,673000
319303,W13,1,1,YES,500-999 sqft,Yes,E,4,1,635,792000
301219,W10,2,2,No,0-499 sqft,N,We,5,6,346,547000
720715,W11,1,1,No,1000-1499 sqft,N,We,3,3,845,1293000
482918,W10,1,1,No,0-499 sqft,N,S,23,0,295,423000
905205,W11,1,1,No,500-999 sqft,Yes,We,7,11,595,941000
677474,W10,2,3,No,500-999 sqft,N,S,9,10,749,1034000
280650,W13,1,1,YES,500-999 sqft,N,No,5,2,752,606000
468337,W10,1,1,No,500-999 sqft,N,No,6,6,395,558000
756170,W10,2,2,No,500-999 sqft,Yes,No,31,2,844,990000
540788,W13,2,2,YES,1500-1999 sqft,N,We,4,1,1984,1791000
446135,W13,1,2,YES,500-999 sqft,N,S,42,12,612,732000
303837,W10,1,1,YES,500-999 sqft,Yes,E,1,13,375,571000
403201,W10,1,2,YES,0-499 sqft,Yes,No,4,10,494,565000
854854,W10,1,1,No,0-499 sqft,Yes,S,4,16,309,436000
940119,W10,1,2,No,500-999 sqft,N,E,16,20,354,432000
609288,W10,2,2,No,500-999 sqft,Yes,S,0,16,758,879000
382931,W13,2,2,No,500-999 sqft,Yes,We,26,14,1114,1124000
315651,W13,1,1,No,0-499 sqft,Yes,No,1,20,474,497000
537967,W10,1,1,No,1000-1499 sqft,Yes,S,6,2,677,941000
362913,W11,1,1,YES,500-999 sqft,Yes,S,1,5,756,766000
757603,W10,1,1,YES,500-999 sqft,N,E,8,18,806,705000
890692,W11,1,1,YES,1000-1499 sqft,Yes,E,12,27,1162,1221000
551281,W13,1,1,No,0-499 sqft,Yes,No,27,19,258,383000
277580,W10,1,2,YES,1000-1499 sqft,N,No,14,5,601,581000
491831,W10,2,2,No,500-999 sqft,Yes,We,11,5,618,1018000
830681,W10,2,1,YES,1000-1499 sqft,Yes,S,24,5,683,877000
112489,W11,1,1,YES,1000-1499 sqft,Yes,No,8,16,946,1091000
345524,W10,0,1,No,0-499 sqft,Yes,No,6,4,349,524000
155841,W13,1,1,No,0-499 sqft,Yes,E,13,4,367,464000
833097,W10,1,1,No,500-999 sqft,Yes,S,4,24,454,631000
877749,W10,1,1,No,500-999 sqft,N,S,18,30,1229,919000
953280,W10,2,3,No,1000-1499 sqft,Yes,S,19,6,963,955000
473650,W10,1,1,No,500-999 sqft,Yes,We,33,2,516,533000
974700,W13,1,1,No,0-499 sqft,Yes,S,5,10,522,446000
599834,W10,2,2,YES,500-999 sqft,N,S,2,8,1025,1068000
542855,W10,1,1,YES,0-499 sqft,N,No,2,7,580,559000
981858,W13,2,2,No,1000-1499 sqft,N,S,3,10,703,992000
791839,W13,2,3,YES,1000-1499 sqft,Yes,No,12,10,961,1063000
480682,W10,2,2,YES,500-999 sqft,Yes,We,13,2,1573,1058000
295716,W11,1,1,No,0-499 sqft,Yes,No,2,5,442,536000
773033,W13,2,2,YES,3000-3499 sqft,N,S,25,4,2625,3097000
142443,W13,1,1,No,500-999 sqft,Yes,E,2,4,591,635000
648194,W13,1,1,No,0-499 sqft,Yes,We,2,2,502,514000
